Boxer,Date,Venue,Purse,lnRPurse,weight,Age,Wins,Losses,KO,W-Title,PPV,ESPN,HBO,FOX,TopRank,GoldenBoy,RDS,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017
"Degollado, Christopher",2014.09.11,Hard Rock,7500,8.95847208048533,150.6,25.5833333333333,12,2,10,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0
"Charlo, Jermall",2014.09.11,Hard Rock,25000,10.1624448848113,155.8,24.3333333333333,18,0,14,0,0,0,0,1,0,1,8,0,0,0,0,0,1,0,0,0
"Gonzalez, Norberto",2014.09.11,Hard Rock,16000,9.71615778218285,156.2,33.25,20,5,13,0,0,0,0,1,0,1,8,0,0,0,0,0,1,0,0,0
"Negrete, Oscar M.",2014.09.11,Hard Rock,2500,7.85985979181722,118.8,27.1666666666667,5,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0
"Braxton, Gabriel",2014.09.11,Hard Rock,3000,8.04218134861118,119,29.9166666666667,1,4,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0
"Spence, Errol Jnr.",2014.09.11,Hard Rock,15000,9.65161926104528,148,24.5,13,0,10,0,0,0,0,1,0,1,8,0,0,0,0,0,1,0,0,0
"Lopez, Josesito",2014.09.11,Hard Rock,25000,10.1624448848113,146,30.1666666666667,32,6,19,0,0,0,0,1,0,1,8,0,0,0,0,0,1,0,0,0
"Cobos, Rafael",2014.09.11,Hard Rock,4000,8.32986342106296,146.4,24.25,15,4,3,0,0,0,0,1,0,1,8,0,0,0,0,0,1,0,0,0
"Cuellar, Jesus",2014.09.11,Hard Rock,75000,11.2610571734794,125.6,27.7566210045629,24,1,18,1,0,0,0,1,0,1,12,0,0,0,0,0,1,0,0,0
"Lopez, Juan M.",2014.09.11,Hard Rock,50000,10.8555920653712,125.8,31.25,34,4,31,1,0,0,0,1,0,1,12,0,0,0,0,0,1,0,0,0
"Perrella, Bryant",2014.09.11,Hard Rock,2500,7.85985979181722,147,25.5,6,0,5,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0
"Fonseca, Victor",2014.09.11,Hard Rock,4000,8.32986342106296,147.6,21.6666666666667,9,3,7,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0
"Shimmell, Jordan",2014.09.11,Hard Rock,7500,8.95847208048533,197.8,25.9166666666667,16,0,13,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0
"Godfrey, Joell",2014.09.11,Hard Rock,6000,8.73532852917112,199.6,33.9166666666667,17,11,6,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0
"Ortiz, Luis",2014.09.11,Hard Rock,80000,11.325595694617,233.8,35.5,21,0,18,1,0,0,0,1,0,1,12,0,0,0,0,0,1,0,0,0
"Kayode, Lateef O.",2014.09.11,Hard Rock,55000,10.9509022451755,221.2,31.5,20,0,16,1,0,0,0,1,0,1,12,0,0,0,0,0,1,0,0,0
"Williams, Julian T.",2014.09.11,Hard Rock,20000,9.93930133349706,154.2,24.4166666666667,16,0,10,0,0,0,0,1,0,1,8,0,0,0,0,0,1,0,0,0
"Herring, Jamel W.E.",2014.09.11,Hard Rock,5000,8.55300697237717,134.4,28.9166666666667,8,0,5,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0
"Angulo, Alfredo",2014.09.13,MGM Grand,500000,13.1581771583653,162,32.0833333333333,22,4,18,0,1,0,0,0,0,1,10,0,0,0,0,0,1,0,0,0
"De La Rosa, James",2014.09.13,MGM Grand,43000,10.7047691756366,161.5,26.8333333333333,22,2,13,0,1,0,0,0,0,1,10,0,0,0,0,0,1,0,0,0
"Vazquez, Migeul",2014.09.13,MGM Grand,450000,13.0528166427074,135,27.6666666666667,34,3,13,1,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,0
"Bey, Mickey C.",2014.09.13,MGM Grand,125000,11.7718827972454,134.5,31.25,20,1,10,1,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,0
"Mayweather, Floyd",2014.09.13,MGM Grand,32000000,17.3170602417249,146.5,37.5833333333333,46,0,26,2,1,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0
"Maidana, Marcos",2014.09.13,MGM Grand,3000000,14.9499366275933,146,31.1666666666667,35,4,31,2,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,0
"Tabiti, Andrew",2014.09.13,MGM Grand,6000,8.73532852917112,195.5,25,7,0,7,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0
"Grummet, Caleb",2014.09.13,MGM Grand,6000,8.73532852917112,198.5,33.0833333333333,4,3,3,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0
"Lopez, Wilberth A.",2014.09.13,MGM Grand,4500,8.44764645671934,136,19.5833333333333,4,3,1,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0
"Maidana, Fabian",2014.09.13,MGM Grand,2500,7.85985979181722,144,22.25,2,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0
"Teer, Jared",2014.09.13,MGM Grand,2500,7.85985979181722,146,34.25,2,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0
"Soto, Humberto",2014.09.13,MGM Grand,150000,11.9542043540393,140,34.3333333333333,64,8,35,0,0,0,0,0,0,1,10,0,0,0,0,0,1,0,0,0
"Molina, John Jnr.",2014.09.13,MGM Grand,125000,11.7718827972454,139.5,31.7566210045657,27,4,22,0,0,0,0,0,0,1,10,0,0,0,0,0,1,0,0,0
"Newman, Kevin II",2014.09.13,MGM Grand,2500,7.85985979181722,163.5,22.8278538812785,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0
"Umarzoda, Azamat",2014.09.13,MGM Grand,2500,7.85985979181722,162,28.1666666666667,0,5,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0
"Santa Cruz, Leo",2014.09.13,MGM Grand,750000,13.5636422664734,121,26.0833333333333,27,0,15,1,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,0
"Roman, Manuel",2014.09.13,MGM Grand,50000,10.8555920653712,122,26.6666666666667,17,2,6,1,1,0,0,0,0,1,12,0,0,0,0,0,1,0,0,0
"Albonica, Javier",2014.09.19,Westin Bonaventure,1000,6.94356905994307,148,28.5,6,1,4,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Takahashi, Gaku",2014.09.19,Westin Bonaventure,1000,6.94356905994307,149,27.4166666666667,11,5,6,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Bustos, Saul",2014.09.19,Westin Bonaventure,1000,6.94356905994307,145,17.8333333333333,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Gonzales, Tony",2014.09.19,Westin Bonaventure,1000,6.94356905994307,145.5,29,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Ryskeldiev, Urmat",2014.09.19,Westin Bonaventure,1500,7.34903416805123,154,24.5,8,3,5,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Bazille, Malik",2014.09.19,Westin Bonaventure,1785,7.52298747517467,153,23.7703196347034,2,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Buchanan, Jerome",2014.09.19,Westin Bonaventure,1100,7.03887923974739,168,28.1666666666667,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Gonzalez, Ali",2014.09.19,Westin Bonaventure,2100,7.68550640467244,123,27.3333333333333,6,2,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Hovhannisyan, Azat",2014.09.19,Westin Bonaventure,1500,7.34903416805123,123,26.0833333333333,5,1,4,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Ortizo, Gloferson",2014.09.19,Westin Bonaventure,1000,6.94356905994307,139,28.6666666666667,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Delgado, Ivan",2014.09.19,Westin Bonaventure,1000,6.94356905994307,139,24.1666666666667,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Reyes, Manuel A.",2014.09.19,Westin Bonaventure,1500,7.34903416805123,144,23.8333333333333,2,2,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Krael, Cameron A.",2014.09.20,Sunset Station,2000,7.63671624050301,141,20.7977168949772,5,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"McFadden, Isaiah S.",2014.09.20,Sunset Station,2700,7.93682083295335,170.25,30.5833333333333,6,2,2,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Gutierrez, Jesus A.",2014.09.20,Sunset Station,5000,8.55300697237717,134.2,25.7949771689466,12,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"McRath, Quontez L.",2014.09.20,Sunset Station,1000,6.94356905994307,153,22.8333333333333,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Montes, Enrique",2014.09.20,Sunset Station,1200,7.12589061673702,152.5,27.6666666666667,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"McCain, Rashawn A.",2014.09.20,Sunset Station,2200,7.73202642030734,150.5,27.0833333333333,2,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Slaughter, Antton",2014.09.20,Sunset Station,2000,7.63671624050301,138,25.3333333333333,4,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Spinks, Leon III",2014.09.20,Sunset Station,1500,7.34903416805123,136.5,26.5833333333333,7,1,3,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Aguinaga, Jesus",2014.09.26,Doubletree Hotel,1200,7.12589061673702,129.8,20.0833333333333,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Ituarte, Erick",2014.09.26,Doubletree Hotel,1200,7.12589061673702,129.4,19.8333333333333,7,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Alcantara, Jonathan G.",2014.09.26,Doubletree Hotel,4000,8.32986342106296,121.5,26.5,7,11,1,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Roman, Daniel",2014.09.26,Doubletree Hotel,4500,8.44764645671934,121.8,24.3333333333333,11,2,5,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Shelestyuk, Taras",2014.09.26,Doubletree Hotel,2600,7.8990805049705,146.7,28.8333333333333,8,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Ramirez, Edward",2014.09.26,Doubletree Hotel,1500,7.34903416805123,229.9,29.0833333333333,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Mitchell, LaRon",2014.09.26,Doubletree Hotel,1500,7.34903416805123,249.9,34.3333333333333,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Velazquez, Hector",2014.09.26,Doubletree Hotel,4500,8.44764645671934,135,39.5,56,22,38,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Roman, Jose Javier",2014.09.26,Doubletree Hotel,5500,8.64831715218149,134.5,26.5833333333333,17,1,12,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Santana, Oscar",2014.09.26,Doubletree Hotel,2000,7.63671624050301,132.2,23.5833333333333,4,1,2,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Villarraga, Cesar",2014.09.26,Doubletree Hotel,2500,7.85985979181722,133.6,29,4,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Derevyanchenko, Sergiy",2014.10.01,Barker Hangar,4500,8.44764645671934,164.2,29,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Martin, Christopher",2014.10.01,Barker Hangar,7500,8.95847208048533,125.8,28.25,28,3,9,0,0,1,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Marriaga, Miguel",2014.10.01,Barker Hangar,10000,9.24615415293711,125.6,28,18,0,16,0,0,1,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Narh, Raymond A.",2014.10.01,Barker Hangar,10000,9.24615415293711,146.6,36.25,26,5,21,0,0,1,0,0,0,0,10,0,0,0,0,0,1,0,0,0
"Stevens, Curtis",2014.10.01,Barker Hangar,48000,10.814770070851,158.8,29.5833333333333,27,4,20,0,0,1,0,0,0,0,12,0,0,0,0,0,1,0,0,0
"N'Dam, Hassan",2014.10.01,Barker Hangar,32000,10.4093049627428,158,30.6666666666665,30,1,18,0,0,1,0,0,0,0,12,0,0,0,0,0,1,0,0,0
"Espinoza, Rocco",2014.10.10,Fantasy Springs,2500,7.85985979181722,132.8,27.0833333333333,4,9,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0
"Guevara, Santiago",2014.10.10,Fantasy Springs,2000,7.63671624050301,133.4,27.25,7,0,3,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0
"Crespo, Roberto",2014.10.10,Fantasy Springs,1500,7.34903416805123,147.8,29.4166666666665,4,4,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0
"Macias, Neeco",2014.10.10,Fantasy Springs,1200,7.12589061673702,148.4,23.5,6,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0
"Lizarraga, Luis Jnr",2014.10.10,Fantasy Springs,2250,7.7544992761594,123.6,21.25,5,2,2,0,0,0,0,1,0,1,6,0,0,0,0,0,1,0,0,0
"De La Hoya, Diego",2014.10.10,Fantasy Springs,5000,8.55300697237717,123,20.1666666666665,6,0,5,0,0,0,0,1,0,1,6,0,0,0,0,0,1,0,0,0
"Castellanos, Robinson",2014.10.10,Fantasy Springs,10000,9.24615415293711,127,32.5,21,11,12,0,0,0,0,1,0,1,10,0,0,0,0,0,1,0,0,0
"Rios, Ronny",2014.10.10,Fantasy Springs,20000,9.93930133349706,128,24.75,23,0,10,0,0,0,0,1,0,1,10,0,0,0,0,0,1,0,0,0
"Johnson, Dashon A.",2014.10.10,Fantasy Springs,4000,8.32986342106296,166.8,26.75,15,15,5,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0
"Gutierez, Jesus A.",2014.10.10,Fantasy Springs,1500,7.34903416805123,162,20.4166666666665,14,0,6,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0
"Forbes, Steve P.",2014.10.10,Fantasy Springs,10000,9.24615415293711,142,37.6666666666665,35,13,11,0,0,0,0,1,0,1,8,0,0,0,0,0,1,0,0,0
"Orozco, Antonio",2014.10.10,Fantasy Springs,15000,9.65161926104528,141.8,27,20,0,15,0,0,0,0,1,0,1,8,0,0,0,0,0,1,0,0,0
"Valenzuela, Joan",2014.10.10,Fantasy Springs,1500,7.34903416805123,139.5,18.3333333333333,1,1,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0
"Delgado, Ivan",2014.10.10,Fantasy Springs,1500,7.34903416805123,134.8,24.25,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0
"Perez, Salvador",2014.10.10,Fantasy Springs,2000,7.63671624050301,120,30,2,5,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0
"Negrete, Oscar M.",2014.10.10,Fantasy Springs,3500,8.19633202843843,119.2,27.25,6,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0
"Myers, Loren E.",2014.10.11,Red Lion Hotel,2000,7.63671624050301,164,33.4166666666665,9,18,2,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Coley, Aaron",2014.10.11,Red Lion Hotel,1300,7.20593332441056,163,24,8,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Gibson, Avery B.",2014.10.16,The Hangar,4000,8.32986342106296,240.2,31.8454337899536,4,4,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Flores, Alexander",2014.10.16,The Hangar,3000,8.04218134861118,230.4,24.1666666666665,14,1,12,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Hernandez, Luis",2014.10.16,The Hangar,1000,6.94356905994307,139.5,27.9166666666665,2,8,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Seymour, Elliott",2014.10.16,The Hangar,1200,7.12589061673702,160,29.3333333333333,1,8,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Harris, Taif",2014.10.16,The Hangar,1000,6.94356905994307,159.6,32,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Rodriguez, Edwin",2014.10.18,StubHub,225000,12.3596694621475,174.8,29.4166666666665,24,1,16,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0
"Walters, Nicholas",2014.10.18,StubHub,90000,11.4433787302733,125.6,28.75,24,0,20,1,0,0,1,0,1,0,12,0,0,0,0,0,1,0,0,0
"Donaire, Nonito",2014.10.18,StubHub,300000,12.6473515345993,125.6,31.9166666666665,33,2,21,1,0,0,1,0,1,0,12,0,0,0,0,0,1,0,0,0
"Golovkin, Gennady",2014.10.18,StubHub,900000,13.7459638232674,159,32.5,30,0,27,2,0,0,1,0,0,0,12,0,0,0,0,0,1,0,0,0
"Rubio, Marco A.",2014.10.18,StubHub,350000,12.8015022144265,161.8,34.3333333333333,59,6,51,2,0,0,1,0,0,0,12,0,0,0,0,0,1,0,0,0
"Reyes, Marcos",2014.10.18,StubHub,5000,8.55300697237717,160.8,26.9166666666665,32,1,24,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0
"Han, Abraham Y.",2014.10.18,StubHub,15000,9.65161926104528,160.4,30.0833333333333,22,1,14,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0
"Ocegueda, Jaime",2014.10.18,StubHub,1500,7.34903416805123,139.6,27.5833333333333,8,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Rodriguez, Moris",2014.10.18,StubHub,3500,8.19633202843843,138.8,24.9166666666665,5,4,3,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Najera, Sergio",2014.10.18,StubHub,1400,7.28004129656428,121.2,25.1666666666665,8,15,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Fuentes, Fernando",2014.10.24,Doubletree Hotel,2000,7.63671624050301,123.5,20.25,4,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Aguirre, Erick",2014.10.24,Doubletree Hotel,2000,7.63671624050301,124.2,23.5833333333333,6,4,4,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"McCrary, Roy",2014.10.24,Doubletree Hotel,1200,7.12589061673702,259,41.75,3,1,3,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Sustaita, Cesar A.",2014.10.24,Doubletree Hotel,1500,7.34903416805123,111.6,27.9166666666665,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Lapizco, Francisco J.",2014.10.24,Doubletree Hotel,1200,7.12589061673702,112.9,19.4166666666665,6,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Santillan, Giovanni",2014.10.24,Doubletree Hotel,5000,8.55300697237717,138.4,22.9057077625571,14,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Solis, Luis",2014.10.24,Doubletree Hotel,3000,8.04218134861118,138.7,22.6666666666665,15,4,12,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Samaniego, Fernando",2014.10.24,Doubletree Hotel,5500,8.64831715218149,121.6,23,6,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Zarate, Isaac",2014.10.24,Doubletree Hotel,4500,8.44764645671934,120.2,23.0833333333333,8,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Najera, Edgar",2014.10.24,Crowne Plaza Hotel,1000,6.94356905994307,238,22.8810502283104,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Dogboe, Isaac",2014.10.24,Crowne Plaza Hotel,1000,6.94356905994307,132,20.0833333333333,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Rodriguez, Ronald A.",2014.10.24,Crowne Plaza Hotel,1000,6.94356905994307,134,38.5833333333333,1,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Valenzuela, Carlos",2014.10.24,Crowne Plaza Hotel,2500,7.85985979181722,140,19.75,6,2,3,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Robles, Emmanuel",2014.10.24,Crowne Plaza Hotel,2500,7.85985979181722,140,26.5833333333333,11,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Altamirano, Eric",2014.10.25,Selland Arena,1500,7.34903416805123,135.8,25.0833333333333,1,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0
"Ambrosio, Luis E.",2014.10.25,Selland Arena,1500,7.34903416805123,125.6,21.5833333333333,4,0,3,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0
"Gallardo, Marcelo",2014.10.25,Selland Arena,2000,7.63671624050301,125.8,25.1666666666665,3,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0
"Valdivia, Daniel",2014.10.25,Selland Arena,4000,8.32986342106296,151.8,22.1666666666665,4,0,3,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0
"Benitez, Saul",2014.10.25,Selland Arena,2500,7.85985979181722,153.4,23,3,6,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0
"Finney, Michael K.",2014.10.25,Selland Arena,4000,8.32986342106296,151.6,23,12,1,10,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0
"Madera, Quilisto",2014.10.25,Selland Arena,1500,7.34903416805123,159.2,22.3333333333333,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0
"Lopez, Jesus",2014.10.25,Selland Arena,1500,7.34903416805123,158.4,24.3333333333333,2,2,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0
"Lopez, Joe L.",2014.10.25,Selland Arena,2500,7.85985979181722,162.6,30.8837899543346,3,0,2,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0
"Milani, Cole",2014.10.25,Selland Arena,1500,7.34903416805123,160.4,24.3333333333333,2,1,2,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0
"Ruiz, Andy Jnr.",2014.10.25,Selland Arena,8100,9.03543312162146,272.6,25.0833333333333,22,0,16,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0
"Ramirez, Jose C.",2014.10.25,Selland Arena,10000,9.24615415293711,140.8,22.1666666666665,11,0,8,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0
"Rodela, David",2014.10.25,Selland Arena,15000,9.65161926104528,141.4,32.25,17,9,7,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0
"Braxton, Gabriel",2014.10.30,Florentine Gardens,1250,7.16671261125728,122,30,1,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Hunter, Eddie Ray",2014.10.30,Florentine Gardens,3900,8.30454561307867,162,27.886529680362,10,10,3,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Ryskeldiev, Urmat",2014.10.30,Florentine Gardens,1000,6.94356905994307,154,24.5833333333333,9,3,4,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Jumakhonov, Aleem",2014.10.30,Florentine Gardens,1000,6.94356905994307,129.5,21.25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Lopez, David*",2014.10.30,Florentine Gardens,2000,7.63671624050301,162,27.5833333333333,4,10,1,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Peterson, Percy",2014.10.30,Florentine Gardens,1000,6.94356905994307,133,23.1666666666665,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Mayfield, Karim",2014.11.08,Longshoreman's Hall,7500,8.95847208048533,144,34.9616438356165,18,2,11,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Balasi, Michael",2014.11.08,Longshoreman's Hall,5500,8.64831715218149,145,33.75,10,5,7,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Garcia, Jonathan",2014.11.08,Longshoreman's Hall,5000,8.55300697237717,141,23.3333333333335,15,0,11,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Ghyamichava, Levan",2014.11.08,Longshoreman's Hall,6000,8.73532852917112,140.5,29.3333333333335,12,1,9,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Seymore, Otis",2014.11.08,Longshoreman's Hall,1200,7.12589061673702,148.5,29.5833333333335,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Daniel, Khrystian",2014.11.08,Longshoreman's Hall,1000,6.94356905994307,146,21.75,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Diaz, Joseph Jnr.",2014.11.13,Fantasy Springs,15500,9.68440908386827,122.8,22,12,0,8,0,0,0,0,1,0,1,10,0,0,0,0,0,1,0,0,0
"Castaneda, Roberto",2014.11.13,Fantasy Springs,7500,8.95847208048533,123,23.4166666666667,21,7,15,0,0,0,0,1,0,1,10,0,0,0,0,0,1,0,0,0
"Arce, Nicolas",2014.11.13,Fantasy Springs,1000,6.94356905994307,129.8,18.3333333333335,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0
"De La Hoya, Diego",2014.11.13,Fantasy Springs,5000,8.55300697237717,123.6,20.25,7,0,5,0,0,0,0,1,0,1,6,0,0,0,0,0,1,0,0,0
"Gonzalez, Ali",2014.11.13,Fantasy Springs,3000,8.04218134861118,122.8,27.5,6,3,1,0,0,0,0,1,0,1,6,0,0,0,0,0,1,0,0,0
"Delgado, Ivan",2014.11.13,Fantasy Springs,2000,7.63671624050301,133.6,24.3333333333335,2,0,1,0,0,0,0,1,0,1,4,0,0,0,0,0,1,0,0,0
"Quevedo, Rick",2014.11.13,Fantasy Springs,1500,7.34903416805123,133.6,22.25,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,1,0,0,0
"Dong, Taishan",2014.11.13,Fantasy Springs,12500,9.46929770425132,286,26.5,1,0,1,0,0,0,0,1,0,1,4,0,0,0,0,0,1,0,0,0
"Washington, Tommy Jnr",2014.11.13,Fantasy Springs,2000,7.63671624050301,281,28.1666666666667,3,6,2,0,0,0,0,1,0,1,4,0,0,0,0,0,1,0,0,0
"Ramirez, Julian",2014.11.13,Fantasy Springs,7500,8.95847208048533,124.6,21.6666666666667,12,0,7,0,0,0,0,1,0,1,8,0,0,0,0,0,1,0,0,0
"Melo, Pedro",2014.11.13,Fantasy Springs,4000,8.32986342106296,121,26.5833333333335,11,6,2,0,0,0,0,1,0,1,8,0,0,0,0,0,1,0,0,0
"Tapia, Roy",2014.11.13,Fantasy Springs,3500,8.19633202843843,126,23.1666666666667,9,0,4,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0
"Maldonado, Luis",2014.11.13,Fantasy Springs,2700,7.93682083295335,126.8,36.75,36,13,27,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0
"Tolmajyan, Gabriel",2014.11.13,Fantasy Springs,2000,7.63671624050301,132,28.5833333333335,14,3,3,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0
